year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major1,sex,race,residence_type_at16,residence_region_at16,reside_same_state_as16,living_with_parents_at16,family_income_at16,born_in_usa,number_grandparents_born_in_usa,number_in_household,number_in_household_under_six,number_in_household_6to12,number_in_household_13to17,adults,number_in_household_earning_money,total_family_income,region_of_interview,remember_voting_in_2016,Hillary_or_Trump,polviews,spending_on_space_exploration_program,spending_on_environmental_protection,spending_on_national_health,spending_on_bigcity_problems,spending_on_crime,spending_on_drug_addiction,spending_on_education,spending_on_childcare_assistance,spending_on_scientific_research,tax_amount,require_a_permit_before_gun_purchases,should_marijuana_be_legal,religious_preference,happiness,health,how_many_weeks_worked_last_year,ideal_number_children_in_family,sex_ed_in_public_schools,premarital_sex,teen_sex,sometimes_hard_spanking_child_necessary,gun_in_house,adult_hunter_in_household,how_often_read_newspaper,average_day_hours_tv,remember_voting_in_2020,Biden_or_Trump,lonely_without_internet,often_reads_political_opinions_they_disagree_with,often_accesses_nonroutine_political_news_sources,often_tries_to_confirm_info_with_other_sources,how_much_trust_people_met_online_only
2024,2013,retired,iap,someone else,married,3,0,72,iap,6 years of college,graduate,education administration and teaching,female,white,"in a large city (over 250,000)",foreign,different state,both own parents,above average,yes,one,2,0,0,0,2,0,"$25,000 or more",northeast,voted,clinton,slightly liberal,about right,too little,too little,about right,too little,about right,too little,too little,about right,iap,iap,iap,protestant,pretty happy,fair,none or zero,as many as you want,favor,not wrong at all,almost always wrong,strongly disagree,iap,iap,every day,2,voted,biden,agree,sometimes,sometimes,sometimes,2
2024,2014,working full time,45,self-employed,married,2,2,34,30,4 years of college,bachelor's,social sciences,male,white,in a suburb near a large city,northeast,"same state, different city",both own parents,above average,no,four,3,1,0,0,2,2,"$25,000 or more",northeast,did not vote,iap,"moderate, middle of the road",about right,too little,too little,too much,about right,too little,too much,about right,about right,about right,oppose,should be legal,other,very happy,excellent,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2015,working part time,30,someone else,divorced,2,2,57,36,6 years of college,associate/junior college,business,female,white,"in a small city or town (under 50,000)",northeast,"same state, different city",both own parents,average,yes,two,iap,iap,iap,iap,3,1,"$25,000 or more",northeast,voted,clinton,liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,about right,favor,iap,none,pretty happy,excellent,51,1,favor,not wrong at all,wrong only sometimes,strongly disagree,no,"no, neither r nor spouse hunts",a few times a week,2,voted,biden,strongly disagree,rarely,sometimes,often,5
2024,2016,working full time,45,self-employed,married,3,1,66,35,12th grade,high school,iap,male,white,"in a medium-size city (50,000-250,000)",south,"same state, same city",both own parents,average,yes,none,2,0,0,0,2,2,"$25,000 or more",south,voted,trump,conservative,about right,too much,too little,about right,too little,too little,too little,about right,about right,too high,oppose,iap,protestant,pretty happy,good,52,4,favor,always wrong,always wrong,agree,yes,"no, neither r nor spouse hunts",never,4,voted,trump,agree,often,rarely,rarely,7
2024,2017,working full time,40,someone else,never married,1,0,35,iap,5 years of college,bachelor's,fine arts,female,white,farm,south,different state,both own parents,average,yes,none,iap,iap,iap,iap,2,1,"$25,000 or more",south,voted,clinton,liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,iap,iap,iap,other,pretty happy,good,47,2,favor,not wrong at all,not wrong at all,strongly disagree,iap,iap,never,3,voted,biden,iap,iap,iap,iap,iap
2024,2018,working full time,50,someone else,divorced,5,2,61,29,2 years of college,associate/junior college,fine arts,female,white,in a suburb near a large city,south,different state,both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",south,voted,trump,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too little,too much,iap,iap,should be legal,protestant,pretty happy,good,52,as many as you want,favor,no answer,always wrong,agree,iap,iap,never,3,voted,trump,iap,iap,iap,iap,iap
2024,2019,working full time,40,self-employed,married,0,0,49,iap,2 years of college,high school,iap,female,white,in a suburb near a large city,south,different state,both own parents,average,no,three,3,0,0,0,3,2,"$25,000 or more",south,voted,clinton,liberal,about right,too little,too little,about right,about right,about right,too little,about right,too little,iap,iap,iap,none,pretty happy,excellent,52,1,favor,not wrong at all,wrong only sometimes,disagree,iap,iap,less than once a week,0 hours,voted,biden,neither agree nor disagree,sometimes,sometimes,very often,3
2024,2020,working full time,40,someone else,divorced,1,1,65,32,5 years of college,bachelor's,fine arts,male,white,"in a medium-size city (50,000-250,000)",south,"same state, same city",both own parents,below average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",south,voted,trump,extremely conservative,iap,iap,iap,iap,iap,iap,iap,about right,about right,too high,favor,iap,protestant,pretty happy,excellent,52,2,favor,always wrong,always wrong,strongly agree,no,"no, neither r nor spouse hunts",never,2,voted,trump,disagree,sometimes,very often,often,no trust at all
2024,2021,working full time,60,someone else,married,1,0,30,iap,8 or more years of college,graduate,business,male,white,in open country but not on a farm,south,"same state, different city",mother only,far below average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",south,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,about right,too little,too high,oppose,iap,protestant,pretty happy,fair,50,as many as you want,oppose,not wrong at all,not wrong at all,strongly agree,yes,"yes, respondent does",never,0 hours,voted,trump,disagree,rarely,rarely,can't choose,2
2024,2022,working full time,40,someone else,widowed,2,0,37,iap,6 years of college,high school,iap,male,white,"in a small city or town (under 50,000)",south,"same state, same city","other arrangement with relatives (e.g., aunt and uncle, grandparents)",far above average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",south,voted,clinton,slightly conservative,too little,too little,too little,don't know,too little,too little,too little,don't know,too little,iap,iap,should be legal,none,not too happy,excellent,52,3,favor,not wrong at all,always wrong,strongly agree,iap,iap,every day,5,voted,biden,disagree,very often,very often,very often,don't know
2024,2023,retired,iap,someone else,married,3,0,66,iap,12th grade,high school,iap,male,white,"in a medium-size city (50,000-250,000)",south,"same state, different city",both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,0,"$25,000 or more",south,voted,trump,extremely conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,about right,oppose,should be legal,protestant,not too happy,good,none or zero,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2024,working full time,45,someone else,married,1,1,33,29,4 years of college,associate/junior college,business,female,white,"in a small city or town (under 50,000)",south,"same state, same city",both own parents,average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",south,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,about right,oppose,iap,protestant,pretty happy,good,52,2,favor,always wrong,always wrong,strongly agree,yes,"no, neither r nor spouse hunts",a few times a week,3,voted,trump,disagree,often,often,sometimes,5
2024,2025,working full time,45,someone else,married,2,4,47,20,12th grade,high school,iap,male,white,"in a small city or town (under 50,000)",south,"same state, different city",mother and stepparent,average,yes,none,4,0,0,1,3,3 or more,"$25,000 or more",south,voted,trump,conservative,about right,about right,about right,about right,about right,about right,too little,about right,about right,too high,oppose,iap,protestant,very happy,good,52,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2026,retired,iap,someone else,never married,5,0,67,iap,6 years of college,graduate,business,female,white,farm,south,"same state, same city",both own parents,far below average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",south,voted,trump,conservative,too much,about right,too little,about right,too little,about right,too little,about right,too much,about right,oppose,iap,none,very happy,excellent,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2027,working full time,40,someone else,divorced,2,1,24,22,12th grade,high school,iap,female,white,"in a small city or town (under 50,000)",south,"same state, same city",mother only,average,yes,none,iap,iap,iap,iap,2,1,iap,south,ineligible,iap,conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,about right,oppose,iap,christian,pretty happy,good,52,3,favor,not wrong at all,wrong only sometimes,strongly agree,yes,"no, neither r nor spouse hunts",never,1,voted,trump,neither agree nor disagree,sometimes,very often,very often,2
2024,2028,keeping house,iap,someone else,married,2,3,66,19,12th grade,high school,iap,female,white,"in a small city or town (under 50,000)",south,"same state, same city",both own parents,average,yes,none,iap,iap,iap,iap,2,0,"$25,000 or more",south,voted,trump,extremely conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,favor,iap,protestant,pretty happy,fair,none or zero,as many as you want,favor,almost always wrong,always wrong,agree,yes,"yes, spouse does",never,2,voted,trump,strongly disagree,sometimes,rarely,sometimes,no trust at all
2024,2029,retired,iap,someone else,married,3,3,69,25,2 years of college,associate/junior college,business,male,white,"in a large city (over 250,000)",south,"same state, different city",both own parents,below average,yes,none,3,0,0,0,3,3 or more,"$25,000 or more",south,voted,trump,conservative,about right,about right,about right,too little,too little,too little,too little,too little,about right,about right,oppose,iap,protestant,very happy,good,none or zero,2,oppose,always wrong,always wrong,agree,refused,"no, neither r nor spouse hunts",never,5,voted,trump,disagree,sometimes,rarely,often,5
2024,2030,other,iap,someone else,married,6 or more,6,69,20,12th grade,high school,iap,female,white,farm,south,"same state, same city",both own parents,below average,yes,none,2,0,0,0,2,2,"$10,000 to $14,999",south,did not vote,iap,"moderate, middle of the road",don't know,don't know,about right,about right,about right,about right,about right,about right,about right,iap,iap,should be legal,protestant,very happy,fair,none or zero,2,favor,always wrong,always wrong,disagree,iap,iap,never,7,did not vote,iap,disagree,rarely,rarely,often,4
2024,2031,retired,iap,someone else,married,2,1,63,25,8 or more years of college,high school,iap,female,white,"in a large city (over 250,000)",south,different state,mother only,below average,yes,two,2,0,0,0,1 adult in household,1,"$25,000 or more",south,voted,clinton,"moderate, middle of the road",about right,too little,too little,too little,too little,don't know,too little,don't know,don't know,about right,favor,iap,protestant,very happy,fair,none or zero,as many as you want,favor,not wrong at all,always wrong,strongly disagree,yes,"no, neither r nor spouse hunts",never,2,voted,biden,strongly disagree,often,sometimes,sometimes,no trust at all
2024,2032,working part time,0,someone else,never married,3,0,18,iap,12th grade,high school,iap,male,white,"in a small city or town (under 50,000)",south,"same state, same city",mother and stepparent,average,yes,none,iap,iap,iap,iap,3,3 or more,iap,south,ineligible,iap,liberal,iap,iap,iap,iap,iap,iap,iap,too little,too much,too high,oppose,iap,none,pretty happy,fair,none or zero,as many as you want,favor,not wrong at all,not wrong at all,disagree,yes,"no, neither r nor spouse hunts",never,1,ineligible,iap,agree,often,rarely,very often,3
2024,2033,working full time,40,someone else,divorced,4,3,28,23,12th grade,less than high school,iap,female,white,"in a small city or town (under 50,000)",south,different state,both own parents,below average,yes,none,1,0,0,0,3,1,"$25,000 or more",south,did not vote,iap,liberal,too much,too little,too little,too little,too little,too little,too little,too little,about right,iap,iap,iap,none,pretty happy,fair,skipped on web,3,oppose,not wrong at all,wrong only sometimes,agree,iap,iap,never,8,did not vote,iap,agree,skipped on web,very often,sometimes,3
2024,2034,retired,iap,self-employed,married,0,3,82,23,2 years of college,high school,iap,male,white,"in a large city (over 250,000)",south,different state,mother and stepparent,average,yes,none,iap,iap,iap,iap,2,0,"$25,000 or more",south,voted,trump,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,about right,about right,too high,favor,iap,protestant,very happy,good,none or zero,2,favor,almost always wrong,always wrong,disagree,yes,"no, neither r nor spouse hunts",every day,6,voted,trump,strongly disagree,never,sometimes,sometimes,no trust at all
2024,2035,working full time,44,someone else,married,1,3,43,29,3 years of college,high school,iap,male,white,"in a small city or town (under 50,000)",south,"same state, different city",both own parents,above average,yes,none,5,1,1,1,2,2,"$25,000 or more",south,voted,clinton,slightly liberal,about right,too little,too little,about right,don't know,too little,too little,too little,about right,iap,iap,should be legal,none,pretty happy,good,52,3,favor,not wrong at all,wrong only sometimes,agree,iap,iap,less than once a week,2,voted,biden,neither agree nor disagree,often,sometimes,very often,5
2024,2036,working full time,3,self-employed,divorced,4,6,46,21,1 year of college,high school,iap,male,white,"in a small city or town (under 50,000)",south,"same state, different city",mother and stepparent,average,yes,two,2,0,0,0,2,2,"$25,000 or more",south,did not vote,iap,conservative,about right,about right,too little,too little,too little,too little,too little,about right,too much,about right,oppose,iap,none,pretty happy,good,52,5,favor,not wrong at all,always wrong,agree,yes,"no, neither r nor spouse hunts",never,1,did not vote,iap,strongly disagree,often,often,very often,no trust at all
2024,2037,in school,iap,someone else,never married,1,0,19,iap,1 year of college,high school,iap,female,white,"in a small city or town (under 50,000)",south,"same state, same city",other,below average,yes,iap,iap,iap,iap,iap,3,1,"$10,000 to $14,999",south,ineligible,iap,extremely liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,about right,favor,iap,none,not too happy,good,38,0,favor,not wrong at all,not wrong at all,strongly disagree,no,"no, neither r nor spouse hunts",a few times a week,1,ineligible,iap,agree,very often,often,very often,4
2024,2038,retired,iap,someone else,married,4,2,74,25,12th grade,high school,iap,female,white,"in a medium-size city (50,000-250,000)",south,"same state, same city",mother and stepparent,below average,yes,none,iap,iap,iap,iap,3,0,"$25,000 or more",south,voted,trump,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too little,too little,iap,iap,iap,protestant,pretty happy,good,none or zero,2,favor,almost always wrong,always wrong,agree,iap,iap,never,8,voted,trump,iap,iap,iap,iap,iap
2024,2039,retired,iap,self-employed,married,2,2,84,34,4 years of college,bachelor's,education administration and teaching,male,white,"in a small city or town (under 50,000)",south,different state,both own parents,average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",south,voted,trump,extremely conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,oppose,iap,protestant,very happy,good,4,2,favor,always wrong,always wrong,agree,no,"no, neither r nor spouse hunts",every day,1,voted,trump,disagree,often,rarely,rarely,no trust at all
2024,2040,retired,iap,someone else,separated,6 or more,2,63,21,12th grade,high school,iap,female,white,in open country but not on a farm,foreign,different state,mother only,far below average,no,iap,1,0,0,0,1 adult in household,1,iap,south,did not vote,iap,conservative,don't know,too little,too little,about right,about right,about right,don't know,don't know,don't know,about right,oppose,don't know,catholic,not too happy,fair,don't know,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2041,working part time,31,someone else,separated,2,2,31,17 and younger,no formal schooling,less than high school,iap,female,white,"in a medium-size city (50,000-250,000)",foreign,different state,some other female relative (no male head),far below average,no,three,2,1,0,0,1 adult in household,0,"under $1,000",south,don't know,iap,conservative,about right,about right,about right,about right,too little,too little,too little,too little,too much,iap,iap,don't know,catholic,pretty happy,excellent,30,as many as you want,favor,almost always wrong,almost always wrong,don't know,iap,iap,once a week,2,don't know,iap,disagree,never,never,sometimes,no trust at all
2024,2042,keeping house,iap,iap,married,4,1,30,25,12th grade,high school,iap,female,white,"in a medium-size city (50,000-250,000)",south,"same state, same city",mother only,below average,yes,none,iap,iap,iap,iap,2,1,"$25,000 or more",south,did not vote,iap,slightly liberal,iap,iap,iap,iap,iap,iap,iap,about right,about right,about right,favor,iap,christian,pretty happy,good,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2043,working full time,36,someone else,never married,2,1,34,30,12th grade,high school,iap,male,white,"in a medium-size city (50,000-250,000)",south,different state,mother only,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",south,did not vote,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,too much,iap,iap,iap,none,very happy,good,52,as many as you want,oppose,always wrong,always wrong,strongly disagree,iap,iap,never,2,did not vote,iap,iap,iap,iap,iap,iap
2024,2044,"unemployed, laid off, looking for work",iap,someone else,never married,1,0,25,iap,12th grade,high school,iap,male,white,"in a medium-size city (50,000-250,000)",south,different state,both own parents,below average,yes,iap,iap,iap,iap,iap,2,2,iap,south,don't know,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,don't know,too high,oppose,iap,don't know,pretty happy,fair,don't know,1,favor,not wrong at all,always wrong,disagree,no,"no, neither r nor spouse hunts",never,4,did not vote,iap,iap,iap,iap,iap,iap
2024,2045,other,iap,iap,never married,2,2,29,20,12th grade,high school,iap,male,white,"in a small city or town (under 50,000)",south,"same state, same city","other arrangement with relatives (e.g., aunt and uncle, grandparents)",below average,yes,none,2,0,0,0,3,2,"$20,000 to $24,999",south,skipped on web,skipped on web,extremely conservative,about right,too little,too little,about right,too little,too little,too little,about right,about right,too high,favor,iap,protestant,pretty happy,fair,12,2,favor,not wrong at all,not wrong at all,strongly agree,no,"no, neither r nor spouse hunts",less than once a week,20,skipped on web,skipped on web,can't choose,can't choose,can't choose,can't choose,don't know
2024,2046,working full time,40,self-employed,divorced,4,2,57,19,11th grade,less than high school,iap,female,black,"in a small city or town (under 50,000)",south,"same state, same city",both own parents,average,yes,none,1,0,0,0,1 adult in household,1,"$10,000 to $14,999",south,did not vote,iap,"moderate, middle of the road",too much,too little,too little,too much,too little,too little,too little,too little,too much,iap,iap,should not be legal,protestant,pretty happy,good,52,3,favor,wrong only sometimes,wrong only sometimes,agree,iap,iap,never,2,did not vote,iap,agree,rarely,rarely,often,2
2024,2047,"unemployed, laid off, looking for work",iap,someone else,married,4,0,29,iap,12th grade,high school,iap,male,white,"in a small city or town (under 50,000)",south,"same state, same city",both own parents,average,yes,one,iap,iap,iap,iap,2,0,iap,south,did not vote,iap,slightly conservative,iap,iap,iap,iap,iap,iap,iap,about right,too little,about right,oppose,should not be legal,protestant,not too happy,good,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2048,working part time,28,someone else,married,6 or more,2,34,23,12th grade,less than high school,iap,male,other,in open country but not on a farm,foreign,different state,both own parents,far below average,yes,four,iap,iap,iap,iap,4,1,"$20,000 to $24,999",south,did not vote,iap,slightly liberal,iap,iap,iap,iap,iap,iap,iap,too little,about right,iap,iap,iap,protestant,not too happy,fair,skipped on web,5,oppose,not wrong at all,always wrong,agree,iap,iap,never,2,did not vote,iap,iap,iap,iap,iap,iap
2024,2049,"unemployed, laid off, looking for work",iap,someone else,divorced,3,2,39,21,12th grade,less than high school,iap,female,white,"in a small city or town (under 50,000)",south,"same state, same city",both own parents,average,yes,iap,iap,iap,iap,iap,1 adult in household,1,iap,south,did not vote,iap,don't know,iap,iap,iap,iap,iap,iap,iap,too little,about right,too low,favor,should be legal,protestant,pretty happy,fair,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2050,keeping house,iap,someone else,married,4,1,40,33,2 years of college,associate/junior college,communications,female,white,in a suburb near a large city,midwest,"same state, different city",both own parents,below average,yes,none,3,0,1,0,2,1,"$25,000 or more",midwest,voted,trump,extremely conservative,about right,too much,too little,about right,too little,too little,too little,too little,too little,too high,favor,iap,protestant,pretty happy,good,none or zero,as many as you want,oppose,almost always wrong,always wrong,disagree,yes,"yes, spouse does",a few times a week,2,voted,trump,strongly disagree,rarely,sometimes,very often,5
2024,2051,other,iap,someone else,married,6 or more,1,58,26,12th grade,high school,iap,female,white,"in a small city or town (under 50,000)",south,different state,both own parents,average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",midwest,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,about right,about right,too high,favor,should be legal,protestant,not too happy,fair,32,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2052,retired,iap,someone else,married,3,2,73,20,1 year of college,high school,iap,female,white,farm,midwest,"same state, same city",both own parents,average,yes,none,2,0,0,0,2,2,iap,midwest,voted,trump,conservative,too much,too much,about right,too much,about right,about right,too much,too much,about right,about right,oppose,iap,protestant,very happy,good,26,as many as you want,oppose,always wrong,always wrong,agree,yes,"no, neither r nor spouse hunts",a few times a week,3,voted,trump,disagree,often,sometimes,sometimes,don't know
2024,2053,working part time,18,someone else,married,6 or more,4,54,17 and younger,12th grade,high school,iap,female,white,in open country but not on a farm,midwest,"same state, same city",mother and stepparent,below average,yes,none,2,0,0,0,2,2,"$25,000 or more",midwest,did not vote,iap,"moderate, middle of the road",too much,too little,too little,too much,too little,no answer,too little,too little,too much,iap,iap,should be legal,other,not too happy,fair,24,3,favor,not wrong at all,not wrong at all,agree,iap,iap,a few times a week,3,voted,no answer,neither agree nor disagree,sometimes,sometimes,sometimes,5
2024,2054,working part time,20,someone else,married,3,4,55,23,4 years of college,associate/junior college,business,female,white,in open country but not on a farm,midwest,"same state, different city",both own parents,above average,yes,none,iap,iap,iap,iap,3,3 or more,"$25,000 or more",midwest,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,skipped on web,too little,too high,oppose,iap,protestant,very happy,good,52,iap,iap,iap,iap,iap,skipped on web,"yes, spouse does",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2055,working full time,50,someone else,married,1,2,32,24,12th grade,high school,iap,male,white,in open country but not on a farm,midwest,"same state, different city",both own parents,far below average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",midwest,did not vote,iap,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,iap,iap,iap,none,not too happy,fair,52,2,favor,not wrong at all,not wrong at all,agree,iap,iap,never,10,did not vote,iap,iap,iap,iap,iap,iap
2024,2056,retired,iap,someone else,never married,6 or more,0,76,iap,5 years of college,graduate,education administration and teaching,male,white,farm,midwest,"same state, same city",both own parents,below average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",midwest,voted,trump,slightly conservative,too little,about right,too much,too little,too little,about right,too much,too much,too much,about right,oppose,iap,protestant,not too happy,good,52,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2057,working full time,40,someone else,never married,6 or more,0,19,iap,12th grade,high school,iap,male,white,"in a small city or town (under 50,000)",midwest,"same state, same city",both own parents,average,yes,none,6,0,1,1,3,3 or more,"$25,000 or more",midwest,ineligible,iap,"moderate, middle of the road",too little,too little,too little,too little,too little,too little,about right,too much,too little,about right,favor,iap,none,pretty happy,good,28,4,oppose,not wrong at all,always wrong,agree,yes,"no, neither r nor spouse hunts",never,4,ineligible,iap,neither agree nor disagree,often,never,never,3
2024,2058,working full time,40,someone else,married,4,3,49,21,11th grade,less than high school,iap,female,white,"in a large city (over 250,000)",midwest,"same state, same city",both own parents,average,yes,one,3,0,0,0,3,2,"$25,000 or more",midwest,did not vote,iap,"moderate, middle of the road",too little,too little,too little,too little,too little,too little,too little,too much,too little,iap,iap,iap,none,pretty happy,good,52,as many as you want,favor,not wrong at all,almost always wrong,strongly agree,iap,iap,every day,8,did not vote,iap,strongly disagree,often,often,often,3
2024,2059,other,iap,someone else,never married,5,2,40,20,9th grade,high school,iap,female,white,"in a medium-size city (50,000-250,000)",midwest,"same state, same city",both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$10,000 to $14,999",midwest,did not vote,iap,slightly conservative,iap,iap,iap,iap,iap,iap,iap,don't know,too much,iap,iap,should be legal,catholic,not too happy,fair,52,2,favor,don't know,always wrong,disagree,iap,iap,less than once a week,6,did not vote,iap,iap,iap,iap,iap,iap
2024,2060,retired,iap,someone else,divorced,2,4,78,don't know,6 years of college,high school,iap,male,white,"in a medium-size city (50,000-250,000)",midwest,"same state, same city",both own parents,below average,yes,two,1,0,0,0,1 adult in household,1,"$25,000 or more",midwest,voted,no answer,"moderate, middle of the road",about right,about right,about right,too little,about right,about right,too little,about right,about right,about right,favor,don't know,catholic,pretty happy,poor,52,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,no answer,iap,iap,iap,iap,iap
2024,2061,working full time,35,someone else,married,1,1,46,39,5 years of college,bachelor's,"english language, literature, and composition",male,white,"in a medium-size city (50,000-250,000)",midwest,"same state, same city",mother only,below average,yes,none,3,0,1,0,2,2,"$25,000 or more",midwest,voted,clinton,slightly liberal,about right,too little,about right,too little,about right,too little,too little,too little,about right,about right,favor,iap,none,very happy,good,50,as many as you want,favor,not wrong at all,wrong only sometimes,disagree,no,"no, neither r nor spouse hunts",less than once a week,2,voted,biden,strongly disagree,rarely,rarely,sometimes,5
2024,2062,working full time,40,self-employed,never married,2,0,28,iap,4 years of college,bachelor's,business,male,white,"in a small city or town (under 50,000)",midwest,"same state, different city",both own parents,above average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",midwest,did not vote,iap,liberal,iap,iap,iap,iap,iap,iap,iap,about right,too little,iap,iap,iap,none,pretty happy,good,40,as many as you want,favor,not wrong at all,not wrong at all,strongly disagree,iap,iap,never,2,voted,biden,iap,iap,iap,iap,iap
2024,2063,working full time,30,someone else,never married,1,3,41,21,3 years of college,high school,iap,female,white,"in a small city or town (under 50,000)",south,different state,both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$20,000 to $24,999",midwest,did not vote,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,iap,other,pretty happy,good,40,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2064,working part time,25,someone else,married,5,1,45,22,10th grade,less than high school,iap,female,white,"in a small city or town (under 50,000)",midwest,"same state, different city",mother only,average,yes,two,8,0,2 or more,2 or more,5,3 or more,"$15,000 to $19,999",midwest,did not vote,iap,"moderate, middle of the road",about right,too much,about right,too little,about right,no answer,too little,too little,about right,too high,favor,should be legal,protestant,don't know,poor,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2065,working full time,50,someone else,divorced,1,0,31,iap,7 years of college,graduate,liberal arts and humanities,female,white,"in a small city or town (under 50,000)",midwest,different state,both own parents,above average,yes,none,1,0,0,0,1 adult in household,0,"$25,000 or more",midwest,voted,clinton,extremely liberal,about right,too little,too little,too little,about right,too little,too little,too little,about right,iap,iap,iap,none,very happy,good,52,2,favor,not wrong at all,not wrong at all,disagree,iap,iap,a few times a week,2,voted,biden,disagree,sometimes,sometimes,sometimes,3
2024,2066,other,iap,someone else,never married,6 or more,2,67,26,8th grade,less than high school,iap,female,white,"in a medium-size city (50,000-250,000)",south,different state,other,below average,yes,none,1,0,0,0,1 adult in household,0,"$10,000 to $14,999",midwest,don't know,iap,liberal,too much,too little,too little,too little,too little,too little,too little,too little,about right,too high,favor,iap,other,pretty happy,fair,none or zero,2,favor,not wrong at all,always wrong,disagree,no,"no, neither r nor spouse hunts",never,10,don't know,iap,strongly agree,sometimes,never,very often,9
2024,2067,working part time,32,someone else,never married,6 or more,8 or more,58,21,2 years of college,high school,iap,female,black,"in a large city (over 250,000)",south,different state,both own parents,above average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$4,000 to $4,999",midwest,did not vote,iap,liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,iap,protestant,pretty happy,good,don't know,as many as you want,favor,wrong only sometimes,wrong only sometimes,agree,no,"no, neither r nor spouse hunts",less than once a week,4,did not vote,iap,disagree,sometimes,sometimes,sometimes,no trust at all
